NET_neuronI_neuronJ,Strength
mocktest_small_6_7,0.000000
mocktest_small_6_8,0.020000
mocktest_small_6_9,0.040000
mocktest_small_6_10,0.000000
mocktest_small_6_11,0.000000
mocktest_small_6_12,0.020000
mocktest_small_6_13,0.000000
mocktest_small_6_14,0.000000
mocktest_small_6_15,0.000000
mocktest_small_6_16,0.020000
mocktest_small_6_17,0.000000
mocktest_small_6_18,0.000000
mocktest_small_6_19,0.000000
mocktest_small_6_20,0.000000
mocktest_small_6_21,0.000000
mocktest_small_6_22,0.000000
mocktest_small_6_23,0.020000
mocktest_small_6_24,0.000000
mocktest_small_6_25,0.020000
mocktest_small_6_26,0.000000
mocktest_small_6_27,0.020000
mocktest_small_6_28,0.020000
mocktest_small_6_29,0.000000
mocktest_small_6_30,0.000000
mocktest_small_6_31,0.000000
mocktest_small_6_32,0.000000
mocktest_small_6_33,0.000000
mocktest_small_6_34,0.020000
mocktest_small_6_35,0.000000
mocktest_small_6_36,0.020000
mocktest_small_6_37,0.000000
mocktest_small_6_38,0.000000
mocktest_small_6_39,0.000000
mocktest_small_6_40,0.000000
mocktest_small_6_41,0.000000
mocktest_small_6_42,0.000000
mocktest_small_6_43,0.000000
mocktest_small_6_44,0.080000
mocktest_small_6_45,0.000000
mocktest_small_6_46,0.000000
mocktest_small_6_47,0.000000
mocktest_small_6_48,0.000000
mocktest_small_6_49,0.000000
mocktest_small_6_50,0.000000
mocktest_small_6_51,0.040000
mocktest_small_6_52,0.020000
mocktest_small_6_53,0.020000
mocktest_small_6_54,0.040000
mocktest_small_6_55,0.000000
mocktest_small_6_56,0.000000
mocktest_small_6_57,0.000000
mocktest_small_6_58,0.000000
mocktest_small_6_59,0.000000
mocktest_small_6_60,0.000000
mocktest_small_6_61,0.020000
mocktest_small_6_62,0.000000
mocktest_small_6_63,0.020000
mocktest_small_6_64,0.000000
mocktest_small_6_65,0.020000
mocktest_small_6_66,0.000000
mocktest_small_6_67,0.000000
mocktest_small_6_68,0.020000
mocktest_small_6_69,0.020000
mocktest_small_6_70,0.000000
mocktest_small_6_71,0.000000
mocktest_small_6_72,0.020000
mocktest_small_6_73,0.000000
mocktest_small_6_74,0.000000
mocktest_small_6_75,0.000000
mocktest_small_6_76,0.000000
mocktest_small_6_77,0.000000
mocktest_small_6_78,0.020000
mocktest_small_6_79,0.000000
mocktest_small_6_80,0.000000
mocktest_small_6_81,0.000000
mocktest_small_6_82,0.000000
mocktest_small_6_83,0.000000
mocktest_small_6_84,0.000000
mocktest_small_6_85,0.040000
mocktest_small_6_86,0.000000
mocktest_small_6_87,0.000000
mocktest_small_6_88,0.000000
mocktest_small_6_89,0.000000
mocktest_small_6_90,0.020000
mocktest_small_6_91,0.000000
mocktest_small_6_92,0.000000
mocktest_small_6_93,0.020000
mocktest_small_6_94,0.020000
mocktest_small_6_95,0.060000
mocktest_small_6_96,0.000000
mocktest_small_6_97,0.000000
mocktest_small_6_98,0.000000
mocktest_small_6_99,0.000000
mocktest_small_6_100,0.000000
mocktest_small_7_1,0.000000
mocktest_small_7_2,0.020000
mocktest_small_7_3,0.000000
mocktest_small_7_4,0.000000
mocktest_small_7_5,0.000000
mocktest_small_7_6,0.020000
mocktest_small_7_7,0.000000
mocktest_small_7_8,0.020000
mocktest_small_7_9,0.000000
mocktest_small_7_10,0.020000
mocktest_small_7_11,0.000000
mocktest_small_7_12,0.040000
mocktest_small_7_13,0.000000
mocktest_small_7_14,0.020000
mocktest_small_7_15,0.000000
mocktest_small_7_16,0.000000
mocktest_small_7_17,0.000000
mocktest_small_7_18,0.000000
mocktest_small_7_19,0.000000
mocktest_small_7_20,0.000000
mocktest_small_7_21,0.020000
mocktest_small_7_22,0.000000
mocktest_small_7_23,0.020000
mocktest_small_7_24,0.000000
mocktest_small_7_25,0.000000
mocktest_small_7_26,0.000000
mocktest_small_7_27,0.000000
mocktest_small_7_28,0.020000
mocktest_small_7_29,0.000000
mocktest_small_7_30,0.000000
mocktest_small_7_31,0.000000
mocktest_small_7_32,0.000000
mocktest_small_7_33,0.000000
mocktest_small_7_34,0.020000
mocktest_small_7_35,0.000000
mocktest_small_7_36,0.000000
mocktest_small_7_37,0.000000
mocktest_small_7_38,0.000000
mocktest_small_7_39,0.060000
mocktest_small_7_40,0.000000
mocktest_small_7_41,0.000000
mocktest_small_7_42,0.000000
mocktest_small_7_43,0.000000
mocktest_small_7_44,0.000000
mocktest_small_7_45,0.020000
mocktest_small_7_46,0.020000
mocktest_small_7_47,0.020000
mocktest_small_7_48,0.020000
mocktest_small_7_49,0.020000
mocktest_small_7_50,0.000000
mocktest_small_7_51,0.000000
mocktest_small_7_52,0.000000
mocktest_small_7_53,0.000000
mocktest_small_7_54,0.000000
mocktest_small_7_55,0.000000
mocktest_small_7_56,0.000000
mocktest_small_7_57,0.000000
mocktest_small_7_58,0.020000
mocktest_small_7_59,0.020000
mocktest_small_7_60,0.020000
mocktest_small_7_61,0.080000
mocktest_small_7_62,0.040000
mocktest_small_7_63,0.000000
mocktest_small_7_64,0.000000
mocktest_small_7_65,0.000000
mocktest_small_7_66,0.000000
mocktest_small_7_67,0.000000
mocktest_small_7_68,0.020000
mocktest_small_7_69,0.000000
mocktest_small_7_70,0.000000
mocktest_small_7_71,0.000000
mocktest_small_7_72,0.000000
mocktest_small_7_73,0.040000
mocktest_small_7_74,0.000000
mocktest_small_7_75,0.060000
mocktest_small_7_76,0.020000
mocktest_small_7_77,0.000000
mocktest_small_7_78,0.000000
mocktest_small_7_79,0.000000
mocktest_small_7_80,0.000000
mocktest_small_7_81,0.000000
mocktest_small_7_82,0.000000
mocktest_small_7_83,0.020000
mocktest_small_7_84,0.020000
mocktest_small_7_85,0.000000
mocktest_small_7_86,0.000000
mocktest_small_7_87,0.000000
mocktest_small_7_88,0.020000
mocktest_small_7_89,0.000000
mocktest_small_7_90,0.000000
mocktest_small_7_91,0.020000
mocktest_small_7_92,0.000000
mocktest_small_7_93,0.000000
mocktest_small_7_94,0.000000
mocktest_small_7_95,0.000000
mocktest_small_7_96,0.000000
mocktest_small_7_97,0.000000
mocktest_small_7_98,0.000000
mocktest_small_7_99,0.000000
mocktest_small_7_100,0.000000
mocktest_small_8_1,0.000000
mocktest_small_8_2,0.000000
mocktest_small_8_3,0.020000
mocktest_small_8_4,0.000000
mocktest_small_8_5,0.000000
mocktest_small_8_6,0.000000
mocktest_small_8_7,0.020000
mocktest_small_8_8,0.000000
mocktest_small_8_9,0.000000
mocktest_small_8_10,0.000000
mocktest_small_8_11,0.020000
mocktest_small_8_12,0.000000
mocktest_small_8_13,0.000000
mocktest_small_8_14,0.020000
mocktest_small_8_15,0.000000
mocktest_small_8_16,0.000000
mocktest_small_8_17,0.020000
mocktest_small_8_18,0.000000
mocktest_small_8_19,0.000000
mocktest_small_8_20,0.000000
mocktest_small_8_21,0.020000
mocktest_small_8_22,0.000000
mocktest_small_8_23,0.000000
mocktest_small_8_24,0.020000
mocktest_small_8_25,0.000000
mocktest_small_8_26,0.000000
mocktest_small_8_27,0.020000
mocktest_small_8_28,0.000000
mocktest_small_8_29,0.000000
mocktest_small_8_30,0.000000
mocktest_small_8_31,0.000000
mocktest_small_8_32,0.000000
mocktest_small_8_33,0.000000
mocktest_small_8_34,0.000000
mocktest_small_8_35,0.000000
mocktest_small_8_36,0.020000
mocktest_small_8_37,0.000000
mocktest_small_8_38,0.000000
mocktest_small_8_39,0.000000
mocktest_small_8_40,0.000000
mocktest_small_8_41,0.000000
mocktest_small_8_42,0.000000
mocktest_small_8_43,0.000000
mocktest_small_8_44,0.000000
mocktest_small_8_45,0.020000
mocktest_small_8_46,0.000000
mocktest_small_8_47,0.000000
mocktest_small_8_48,0.000000
mocktest_small_8_49,0.000000
mocktest_small_8_50,0.000000
mocktest_small_8_51,0.000000
mocktest_small_8_52,0.020000
mocktest_small_8_53,0.040000
mocktest_small_8_54,0.000000
mocktest_small_8_55,0.000000
mocktest_small_8_56,0.020000
mocktest_small_8_57,0.020000
mocktest_small_8_58,0.060000
mocktest_small_8_59,0.000000
mocktest_small_8_60,0.000000
mocktest_small_8_61,0.020000
mocktest_small_8_62,0.000000
mocktest_small_8_63,0.020000
mocktest_small_8_64,0.000000
mocktest_small_8_65,0.000000
mocktest_small_8_66,0.000000
mocktest_small_8_67,0.000000
mocktest_small_8_68,0.000000
mocktest_small_8_69,0.000000
mocktest_small_8_70,0.000000
mocktest_small_8_71,0.000000
mocktest_small_8_72,0.000000
mocktest_small_8_73,0.000000
mocktest_small_8_74,0.000000
mocktest_small_8_75,0.000000
mocktest_small_8_76,0.020000
mocktest_small_8_77,0.000000
mocktest_small_8_78,0.040000
mocktest_small_8_79,0.020000
mocktest_small_8_80,0.000000
mocktest_small_8_81,0.000000
mocktest_small_8_82,0.000000
mocktest_small_8_83,0.000000
mocktest_small_8_84,0.020000
mocktest_small_8_85,0.000000
mocktest_small_8_86,0.000000
mocktest_small_8_87,0.000000
mocktest_small_8_88,0.000000
mocktest_small_8_89,0.000000
mocktest_small_8_90,0.000000
mocktest_small_8_91,0.000000
mocktest_small_8_92,0.000000
mocktest_small_8_93,0.000000
mocktest_small_8_94,0.040000
mocktest_small_8_95,0.020000
mocktest_small_8_96,0.020000
mocktest_small_8_97,0.000000
mocktest_small_8_98,0.000000
mocktest_small_8_99,0.020000
mocktest_small_8_100,0.000000
mocktest_small_9_1,0.000000
mocktest_small_9_2,0.000000
mocktest_small_9_3,0.000000
mocktest_small_9_4,0.020000
mocktest_small_9_5,0.000000
mocktest_small_9_6,0.000000
mocktest_small_9_7,0.000000
mocktest_small_9_8,0.000000
mocktest_small_9_9,0.000000
mocktest_small_9_10,0.000000
mocktest_small_9_11,0.000000
mocktest_small_9_12,0.000000
mocktest_small_9_13,0.040000
mocktest_small_9_14,0.000000
mocktest_small_9_15,0.000000
mocktest_small_9_16,0.000000
mocktest_small_9_17,0.000000
mocktest_small_9_18,0.000000
mocktest_small_9_19,0.000000
mocktest_small_9_20,0.000000
mocktest_small_9_21,0.000000
mocktest_small_9_22,0.000000
mocktest_small_9_23,0.000000
mocktest_small_9_24,0.000000
mocktest_small_9_25,0.020000
mocktest_small_9_26,0.000000
mocktest_small_9_27,0.000000
mocktest_small_9_28,0.000000
mocktest_small_9_29,0.020000
mocktest_small_9_30,0.000000
mocktest_small_9_31,0.020000
mocktest_small_9_32,0.000000
mocktest_small_9_33,0.020000
mocktest_small_9_34,0.020000
mocktest_small_9_35,0.000000
mocktest_small_9_36,0.020000
mocktest_small_9_37,0.000000
mocktest_small_9_38,0.000000
mocktest_small_9_39,0.000000
mocktest_small_9_40,0.000000
mocktest_small_9_41,0.000000
mocktest_small_9_42,0.000000
mocktest_small_9_43,0.040000
mocktest_small_9_44,0.000000
mocktest_small_9_45,0.020000
mocktest_small_9_46,0.000000
mocktest_small_9_47,0.000000
mocktest_small_9_48,0.000000
mocktest_small_9_49,0.000000
mocktest_small_9_50,0.000000
mocktest_small_9_51,0.000000
mocktest_small_9_52,0.000000
mocktest_small_9_53,0.000000
mocktest_small_9_54,0.000000
mocktest_small_9_55,0.000000
mocktest_small_9_56,0.000000
mocktest_small_9_57,0.000000
mocktest_small_9_58,0.000000
mocktest_small_9_59,0.000000
mocktest_small_9_60,0.020000
mocktest_small_9_61,0.100000
mocktest_small_9_62,0.020000
mocktest_small_9_63,0.000000
mocktest_small_9_64,0.020000
mocktest_small_9_65,0.020000
mocktest_small_9_66,0.000000
mocktest_small_9_67,0.000000
mocktest_small_9_68,0.000000
mocktest_small_9_69,0.000000
mocktest_small_9_70,0.060000
mocktest_small_9_71,0.000000
mocktest_small_9_72,0.000000
